link,price,code,Fabric Type,Neckline,Collection,Trouser,Sleeves,Embellishment,Color,Size,Shirt,Dupatta
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jds-24-1062.html,pkr 3 070.00,JLAWN-S-JDS-24-1062,lawn  lawn,,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,,long  short  white  black  plain,,multicolor  blue  pink  floral  purple  gray  white,2 piece,floral  solid  plain  plaid  striped dress  cotton  blue  unknown,floral  flower  paisley  solid  plain
https://www.junaidjamshed.com/black-raw-silk-stitched-3pc-jjpw-s-jps-24-3903.html,pkr 17 440.00,JJPW-S-JPS-24-3903,formal  sleeve  neck  length  style  cut  neckline  boat  embroidered  shirt  front  pant  raw  trouser  straight  silk  type  full  dhaka  fabric  long,striped  white  solid  unknown  plain,festive  collection  piece  stitched,checkered  polka  dot  striped  solid  short  long  jean  dress  black  long,short  long  black  white  striped,,black  white  blue  gray  brown  white,,striped  solid  checkered  stripe  plain short  long  medium  yes  dress  blue  cotton  unknown,polka  dot  flower  floral  checkered
https://www.junaidjamshed.com/black-dobby-unstitched-3pc-jlawn-s-24-489.html,pkr 7 180.00,JLAWN-S-24-489,doria,striped  solid  red  plaid  unknown,festive  collection  unstitched  piece,meter  striped  solid  plain  plaid  wood  dress  long  short  black,solid  plaid  striped  plain  stripe,,black  red  white  gray  brown  purple  gray,3 piece,solid  plaid  striped  stripe  plain dress  cotton  unknown  blue  sure,solid  plaid  striped  stripe  checkered
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-23-585.html,pkr 3 380.00,JLAWN-S-23-585,lawn  lawn,solid  striped  plain  long  pink,limited  edition  lawn  shirt  dupatta  unstitched  piece,meter  solid  plain  striped  cotton  jean  dress  short  long  solid,solid  plain  striped  long  stripe,,green  red  black  blue  maroon  pink  white  gray  teal  purple,3 piece,solid  plain  striped  floral  stripe dress  blue  cotton  unknown,solid  plain  paisley  floral
https://www.junaidjamshed.com/white-blue-lawn-unstitched-3pc-jlawn-s-24-575.html,pkr 4 410.00,JLAWN-S-24-575,lawn  lawn,striped  white  plain  blue  solid,monsoon  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  plain  floral  paisley  striped  short  long  dress  jean  cotton,plain  floral  solid  striped  plaid,,blue  white  shirt  gray  black  brown  yes,3 piece,floral  solid  plain  paisley  striped blue  dress  cotton  tie  dye  white,floral  flower  paisley  blue  flower
https://www.junaidjamshed.com/red-jacquard-2pc-stitched-jjpw-s-jps-22-3923.html,pkr 13 690.00,JJPW-S-JPS-22-3923,jacquard,embroidered  semi  formal  shirt  trouser  wear  type  neckline  magzi  style  cut  loose  length  medium  striped  solid  dress  plain  white,winter  collection  piece  stitched,solid  striped  floral  plain  dress  short  long  skirt  neither,short  long  striped  red  solid,,red  orange  striped  pink  white  blue  black  gray,,striped  solid  stripe  plaid  checkered long  short  medium  yes  dress  cotton  tank  top  unknown,
https://www.junaidjamshed.com/light-brown-textured-kurti-jjlk-s-jss-24-349.html,pkr 5 120.00,JJLK-S-JSS-24-349,textured  lawn,round  neckline  solid  plain  white  black  pink,embroidered  textured  shirt  spring  summer  collection  lady  kurti,,bell  sleeve  long  short  black  solid  white,,light  brown  white  blue  pink  peach  tan,,straight  solid  floral  flower  plain  drop  shoulder  embroidered  kurta  long  short  medium  yes  dress  blue  tank  top  cotton  white  length,
https://www.junaidjamshed.com/red-3pc-stitched-jjpw-w-jw-23-1866.html,pkr 14 360.00,JJPW-W-JW-23-1866,,round  striped  solid  red  white  unknown,embroidered  shirt  trouser  digital  printed  foil  silk  dupatta  winter  collection  piece  stitched,straight  lose  cut  striped  solid  plaid  red  checkered  short  long  full  neither  dress  roman  wood,straight  cut  embroidered  border  red  plaid  striped  short  solid,loop  kingri  gota  lace  finishing  overall  tassel  dupatta,red  yellow  white  orange  blue  black  brown  pink,,embroidered  yoke  daman  solid  plaid  striped  plain  stripe  back  border  kali  panel  shirt  short  long  medium  tall  yes  dress  red  unknown  cotton  long,floral  paisley  stripe  polka  dot  flower
https://www.junaidjamshed.com/white-unstitched-3-piece-jjls-s-jpus-23-518.html,pkr 13 690.00,JJLS-S-JPUS-23-518,cambric,striped  plain  white  solid  dress,special  edition  unstitched  piece,meter  floral  paisley  solid  dress  plain  jean  short  long  neither,floral  plain  solid  plaid  striped,,white  pink  blue  orange  peach  black  brown  white,3 piece,floral  plain  solid  striped  plaid dress  cotton  blue  tank  top  white,floral  flower  paisley  plain  solid
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-161.html,pkr 5 330.00,JLAWN-S-24-161,lawn  lawn,striped  solid  dress  plain  red,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  plain  solid  floral  striped  checkered  short  dress  long  wood,solid  plain  striped  plaid  checkered,,green  red  orange  pink  brown  black  white  blue  mint,3 piece,solid  floral  striped  plain  plaid dress  cotton  red  blue  unknown,floral  flower  paisley  polka  dot  dot
https://www.junaidjamshed.com/beige-lawn-unstitched-3pc-jlawn-s-24-481.html,pkr 7 690.00,JLAWN-S-24-481,lawn  schiffli  collection,dress  striped  white  plain  unknown,festive  collection  schiffli  unstitched  piece,meter  checkered  floral  plaid  flower  plain  dress  short  skirt  wood  full,meter  plaid  floral  plain  solid  checkered,,beige  blue  gray  white  plaid  tan  brown  purple,3 piece,floral  plaid  checkered  solid  plain  meter dress  blue  cotton  white  unknown,flower  floral  polka  dot  checkered
https://www.junaidjamshed.com/mehndi-lawn-unstitched-2pc-jlawn-s-jds-24-1005.html,pkr 4 100.00,JLAWN-S-JDS-24-1005,lawn  lawn,,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,,long  short  striped  black  white,,mehndi  orange  pink  white  blue  red  peach,2 piece,solid  checkered  plaid  plain  floral cotton  unknown  blue  dress  cloth,polka  dot  floral  paisley
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-156.html,pkr 4 410.00,JLAWN-S-24-156,lawn  lawn,striped  paisley  white  plain  unknown,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  plain  solid  striped  checkered  plaid  long  jean  dress  skirt  short,plaid  striped  plain  checkered  solid,,multicolor  blue  gray  white  green  black  beige  white,3 piece,solid  plain  paisley  striped  floral cotton  blue  dress  tie  dye  unknown,floral  paisley  polka  dot  flower  flower
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-060.html,pkr 5 640.00,JLAWN-S-24-060,lawn  zari  taar  taar,striped  plain  solid  white  unknown,spring  summer  collection  zari  taar  shirt  dupatta  unstitched  piece,meter  floral  solid  plain  striped  flower  dress  short  neither  long,solid  floral  plain  striped  flower,,green  white  floral  blue  gray  black  brown  pink  mint  yes  purple,3 piece,floral  solid  striped  plain  stripe cotton  unknown  dress  sure,floral  flower  striped  paisley  flower
https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-521.html,pkr 3 380.00,JLAWN-S-24-521,lawn  chiffon,striped  plain  unknown  white  solid,festive  collection  lawn  shirt  chiffon  dupatta  unstitched  piece,meter  checkered  solid  striped  plain  plaid  dress  short  long  jean  full,plaid  solid  plain  floral  checkered,,white  blue  yellow  orange  black  brown  orange,3 piece,floral  checkered  solid  plaid  polka  dot cotton  dress  blue  button  white,polka  dot  flower  floral  checkered
https://www.junaidjamshed.com/peach-raw-silk-3pc-stitched-jjpw-w-jw-22-1783.html,pkr 17 910.00,JJPW-W-JW-22-1783,silk  raw,basic  glitter  foil  raw  silk  shirt  dyed  trouser  velvet  dupatta  neckline  boat  neck  front  straight  back  leeves  full  sleeve  striped  solid  plain  long  unknown,winter  collection  piece  stitched,solid  plain  floral  print  paisley  short  long  straight  dress  striped  solid,long  short  cold  open  white,tassel  lace,peach  orange  blue  white  gray  black  yellow  brown  peach,,solid  floral  paisley  striped  plain  straight  shirt  pant  velvet  shawl  long  short  medium  tall  dress  blue  cotton  tie  dye  unknown  long,paisley  solid  floral  flower  checkered
https://www.junaidjamshed.com/blue-lawn-stitched-2pc-jlawn-s-jst-24-1643.html,pkr 6 770.00,JLAWN-S-JST-24-1643,lawn,embroidered  round  neck  slit  striped  stripe  long  paisley  unknown,embroidered  printed  lawn  shirt  trouser  festive  collection  piece  stitched,printed  azar  striped  stripe  plaid  checkered  short  long  dress  full,printed  bell  sleeve  embroidery  striped  long  short  plaid  red,button  front  slit,blue  striped  gray  floral  white  red  brown,,printed  straight  front  striped  stripe  floral  paisley  plaid  short  long  medium  yes  cotton  blue  dress  button  length,
https://www.junaidjamshed.com/grey-impure-silk-3pc-stitched-jlawn-s-24-083.html,pkr 15 390.00,JLAWN-S-24-083,silk  impure,extended  collar  striped  plain  dress  white  unknown,embroidered  digital  printed  silk  shirt  trouser  chiffon  dupatta  spring  summer  collection  piece  stitched,izaar  floral  striped  solid  plain  paisley  short  long  straight  dress  skirt  long,straight  long  short  striped  cotton  black,buttoning  neckline  handwork,grey  gray  green  brown  blue  white  black  tan  yellow  white,,striped  floral  paisley  solid  plaid  line  cut  short  long  medium  tall  dress  cotton  blue  tie  dye  length,floral  flower  paisley  striped  solid
https://www.junaidjamshed.com/pink-khaddi-kurti-jjlk-w-jws-23-3013.html,pkr 4 100.00,JJLK-W-JWS-23-3013,jacquard,boat  neck  solid  striped  plain  white  red,embroidered  shirt  winter  collection  lady  kurti  casual,,straight  short  long  red  solid  black,,pink  red  white  blue,,straight  solid  plain  striped  stripe  plaid  long  short  medium  yes  dress  cotton  red  blue  unknown,
https://www.junaidjamshed.com/black-cambric-3pc-stitched-jlawn-s-24-495.html,pkr 7 480.00,JLAWN-S-24-495,cambric,round  neck  striped  solid  white  plain  unknown,embroidered  printed  lawn  shirt  dupatta  trouser  festive  collection  piece  stitched,azaar  solid  floral  plain  black  checkered  short  long  yes  dress  full  short,loose  cut  long  short  striped  black  white,,black  white  green  yellow  gray  blue  brown  pink  cream,,floral  solid  paisley  striped  flower  classic  kameez  short  long  medium  tall  yes  dress  cotton  unknown  know  blue  long,floral  flower  paisley  polka  dot
https://www.junaidjamshed.com/beige-dobby-unstitched-3pc-jlawn-s-24-496.html,pkr 7 180.00,JLAWN-S-24-496,doria,solid  plain  dress  white  pink,festive  collection  unstitched  piece,meter  solid  striped  plain  stripe  dress  short  slack  long  wood,solid  plain  striped  stripe  floral,,beige  pink  brown  gray  blue  tan  white  black  peach,3 piece,solid  plain  striped  stripe  floral dress  polo  cotton  blue  white,solid  stripe  striped  plain  stripe
https://www.junaidjamshed.com/maroon-cambric-stitched-3pc-jlawn-s-24-389.html,pkr 11 280.00,JLAWN-S-24-389,cambric  lawn,round  neckline  dori  tassel  white  striped  solid  unknown  plain,festive  collection  piece  stitched,azaar  polka  dot  solid  striped  floral  short  long  skirt  dress  striped,bell  sleeve  long  short  red  striped  plaid,lace  dori  tassel,maroon  red  white  orange  striped  black  brown  blue  pink,,straight  floral  solid  polka  dot  checkered  long  short  medium  inch  dress  cotton  red  unknown  white  length,polka  dot  floral  flower  paisley
https://www.junaidjamshed.com/green-jacquard-unstitched-2pc-jlawn-s-jds-24-1069.html,pkr 5 840.00,JLAWN-S-JDS-24-1069,jacquard  jacquard,,spring  summer  collection  jacquard  shirt  dupatta  unstitched  piece,,long  short  white  black  open,,green  purple  red  pink  maroon  yes  red,2 piece,solid  plain  striped  floral  plaid blue  cotton  unknown  polo  dress,solid  floral  plain  flower  flower
https://www.junaidjamshed.com/peach-lawn-stitched-3pc-jlawn-s-24-140.html,pkr 11 280.00,JLAWN-S-24-140,lawn,round  neck  solid  plain  striped  white  long,festive  collection  piece  stitched,straight  pant  solid  floral  plain  striped  plaid  short  long  cold  dress  cotton,short  long  white  open  plain,,peach  blue  pink  white  gray  orange  brown  tan  brown,,embroidered  floral  solid  plain  paisley  flower long  short  medium  tall  dress  blue  cotton  tie  dye  unknown  full  length,floral  solid  flower  plain  paisley
https://www.junaidjamshed.com/maroon-organza-3pc-stitched-jjpw-s-jps-23-3920.html,pkr 16 330.00,JJPW-S-JPS-23-3920,organza,magzi  striped  dress  white  solid  unknown,semi  formal  festive  collection  piece  stitched  formal,solid  floral  plain  paisley  striped  short  long  red  straight  dress  neither,short  long  red  white  solid,,maroon  red  white  pink  blue  black  gray  orange,,embroidered  floral  solid  paisley  striped  stripe  straight  short  long  medium  tall  dress  unknown  cotton  white  red  long,floral  paisley  flower  red
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-582.html,pkr 4 920.00,JLAWN-S-24-582,lawn  lawn,striped  solid  plain  white  dress,monsoon  collection  lawn  shirt  dupatta  unstitched  piece,meter  floral  striped  solid  dress  stripe  short  wood  cotton,floral  solid  plain  striped  plaid,,multicolor  pink  orange  floral  brown  red  white  black  blue  gray  rust  brown,3 piece,floral  striped  stripe  solid  plain dress  cotton  blue  unknown,floral  flower  paisley  yes
https://www.junaidjamshed.com/red-black-lawn-kurti-jjlk-s-jss-23-432.html,pkr 4 210.00,JJLK-S-JSS-23-432,lawn,boat  neck  embroidery  solid  striped  dress  white  unknown,printed  embroidered  lawn  shirt  festive  collection  lady  kurti,,straight  sleeve  short  red  white  black  striped,,red  black  orange  floral,,printed  straight  front  floral  solid  flower  paisley  red  short  long  medium  yes  tall  dress  cotton  unknown  blue  length,
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-224.html,pkr 5 840.00,JLAWN-S-24-224,lawn  jacquard,striped  white  plain  solid  long,spring  summer  collection  lawn  shirt  jacquard  dupatta  unstitched  piece,meter  plaid  plain  solid  checkered  striped  dress  short  long  full  slack,plaid  solid  plain  striped  floral,,multicolor  blue  floral  white  plaid  green  gray  tan  black  pink  red  orange,3 piece,plaid  floral  checkered  flower  solid dress  cotton  blue  unknown,polka  dot  floral  flower  plaid
https://www.junaidjamshed.com/blue-khaddar-kurti-jjlk-s-jpws-23-3011.html,pkr 3 590.00,JJLK-S-JPWS-23-3011,khaddar  slub,round  neck  slit  striped  stripe  unknown  white  plaid,gold  printed  khaddar  shirt  midsummer  collection  lady  kurti,,printed  sleeve  striped  long  short  plaid  white,button  detail  neckline,blue  white  striped  plaid,,printed  front  stripe  striped  plaid  solid  plain  back  regular  kameez  long  short  medium  tall  cotton  blue  dress  medium,
https://www.junaidjamshed.com/blue-khaddi-kurti-jjlk-w-jws-23-3014.html,pkr 4 100.00,JJLK-W-JWS-23-3014,khaddi  plain  jacquard,boat  neck  striped  stripe  dress  white  unknown,embroidered  shirt  winter  collection  lady  kurti  casual,,straight  striped  long  short  stripe  black,buttoning,blue  striped  white  stripe  red,,straight  stripe  striped  solid  plaid  plain  short  long  medium  tall  dress  cotton  blue,
